micros,ax,ay
8115967,0.1541,-0.9058
8123946,-0.0305,-0.9669
8132048,-0.1680,-0.9885
8139945,-0.3353,-0.9362
8147969,-0.5491,-0.8588
8155943,-0.8068,-0.7646
8163966,-0.8226,-0.6654
8171975,-0.8438,-0.4655
8180221,-0.9180,-0.1722
8187983,-0.9592,-0.0173
8195939,-0.9606,-0.0170
8203978,-0.9470,0.0284
8211933,-0.8729,0.2578
8219984,-0.7955,0.6164
8227939,-0.7681,0.6887
8236002,-0.7681,0.6886
8243962,-0.7560,0.6891
8251996,-0.6711,0.7170
8259925,-0.5730,0.7470
8267963,-0.4092,0.8001
8275941,-0.2354,0.8665
8283984,-0.0797,0.9116
8291954,0.0176,0.9059
8299962,0.1477,0.8666
8307943,0.3140,0.8107
8315977,0.5089,0.7306
8323949,0.5814,0.6427
8332055,0.6175,0.4604
8339939,0.6724,0.2546
8347959,0.7390,0.0238
8355963,0.7209,-0.0445
8363953,0.7094,-0.0788
8371959,0.6731,-0.2137
8380220,0.6195,-0.4674
8387965,0.5854,-0.7009
8395922,0.5683,-0.7583
8403970,0.5661,-0.7584
8411938,0.5537,-0.7592
8419965,0.5257,-0.7597
8427935,0.4623,-0.7829
8435964,0.3641,-0.8260
8443915,0.2164,-0.8762
8451972,0.0383,-0.9340
8459927,-0.1031,-0.9871
8467983,-0.2279,-0.9673
8475929,-0.3987,-0.9075
8483974,-0.6393,-0.8249
8491933,-0.8055,-0.7671
8499972,-0.8183,-0.7213
8507919,-0.8452,-0.6221
8515953,-0.8598,-0.4654
8523917,-0.9048,-0.1859
8531988,-0.9540,-0.0292
8539918,-0.9618,-0.0293
8547944,-0.9618,-0.0267
8555937,-0.9598,-0.0196
8563950,-0.9528,0.0064
8571968,-0.9122,0.1225
8580241,-0.8557,0.3439
8587970,-0.7699,0.6795
8595923,-0.7054,0.6977
8603964,-0.5617,0.7463
8611912,-0.3515,0.8198
8619952,-0.1440,0.8961
8627904,-0.0345,0.9124
8635966,0.0773,0.8825
8643917,0.1970,0.8407
8651955,0.3338,0.7918
8659918,0.4910,0.7298
8668718,0.5654,0.6917
8675981,0.5870,0.6220
8684004,0.6097,0.5060
8692042,0.6397,0.3629
8700012,0.6883,0.1554
8707974,0.7306,-0.0279
8716033,0.7268,-0.0275
8723935,0.7271,-0.0280
8731939,0.7211,-0.0406
8739936,0.7080,-0.0855
8747936,0.6667,-0.2352
8755940,0.6204,-0.5216
8763914,0.5667,-0.7596
8771928,0.5562,-0.7607
8779932,0.5145,-0.7638
8787922,0.4333,-0.8051
8795920,0.3162,-0.8540
8803965,0.1670,-0.9016
8811930,-0.0023,-0.9573
8819951,-0.1244,-0.9911
8827931,-0.2763,-0.9551
8835954,-0.4732,-0.8846
8843909,-0.7581,-0.7813
8851956,-0.8060,-0.7617
8859914,-0.8167,-0.7072
8867944,-0.8219,-0.6377
8875898,-0.8148,-0.5251
8883933,-0.8632,-0.2574
8891915,-0.9311,-0.0264
8899939,-0.9315,-0.0276
8907918,-0.9360,-0.0277
8915944,-0.9411,-0.0276
8923900,-0.9508,-0.0257
8932012,-0.9499,-0.0146
8939912,-0.9298,0.0308
8948124,-0.8715,0.2089
8956078,-0.7957,0.5155
8963926,-0.7540,0.6912
8971925,-0.7132,0.6914
8980206,-0.5653,0.7412
8987935,-0.3676,0.8090
8995895,-0.1600,0.8869
9003932,-0.0680,0.9086
9011916,0.0197,0.8971
9019937,0.1202,0.8655
9027898,0.2382,0.8220
9035951,0.3815,0.7658
9043946,0.5402,0.6932
9051946,0.5708,0.6373
9059887,0.6149,0.4902
9067946,0.6439,0.3333
9075889,0.6971,0.1175
9083934,0.7308,-0.0254
9091899,0.7302,-0.0254
9099913,0.7301,-0.0255
9107897,0.7283,-0.0307
9115929,0.7212,-0.0497
9123885,0.7044,-0.1081
9132012,0.6539,-0.2905
9139895,0.6126,-0.5811
9148061,0.5633,-0.7610
9155918,0.5369,-0.7620
9163927,0.4781,-0.7824
9171927,0.3909,-0.8246
9180274,0.2705,-0.8708
9187937,0.1167,-0.9162
9195901,-0.0479,-0.9727
9203962,-0.1489,-0.9892
9211887,-0.2971,-0.9435
9219925,-0.5069,-0.8704
9227922,-0.8017,-0.7640
9235923,-0.8061,-0.7532
9243902,-0.8236,-0.6475
9251907,-0.8287,-0.5032
9259905,-0.8803,-0.2285
9267921,-0.9341,-0.0233
9275896,-0.9395,-0.0253
9283948,-0.9494,-0.0235
9291892,-0.9444,-0.0061
9299931,-0.9089,0.0834
9307884,-0.8504,0.3517
9315905,-0.7605,0.6913
9323886,-0.6937,0.7090
9332011,-0.5378,0.7589
9339889,-0.3148,0.8267
9348088,-0.0821,0.9041
9355911,0.0070,0.9021
9363920,0.1328,0.8636
9371894,0.2775,0.8106
9380177,0.4563,0.7356
9387908,0.5551,0.6826
9395894,0.5982,0.5363
9403930,0.6303,0.3818
9411883,0.6706,0.2065
9419928,0.7419,-0.0066
9427869,0.7333,-0.0281
9435941,0.7283,-0.0395
9443886,0.6918,-0.1692
9451898,0.6406,-0.4323
9459886,0.5621,-0.7606
9467937,0.5378,-0.7626
9475930,0.4605,-0.7919
9483957,0.3319,-0.8495
9491886,0.1657,-0.9087
9499893,-0.0388,-0.9729
9507884,-0.1809,-0.9839
9515912,-0.3808,-0.9228
9523883,-0.6692,-0.8234
9531889,-0.8097,-0.7618
9539894,-0.8351,-0.6415
9548112,-0.8530,-0.4893
9555877,-0.8939,-0.2590
9563885,-0.9648,-0.0255
9571903,-0.9629,-0.0249
9580185,-0.9601,-0.0171
9587921,-0.9377,0.0548
9595871,-0.8700,0.2716
9603908,-0.7949,0.6274
9611879,-0.6877,0.7177
9619895,-0.5180,0.7667
9627874,-0.2750,0.8495
9635904,-0.0751,0.9102
9643870,0.0519,0.8899
9651908,0.2101,0.8342
9659860,0.4000,0.7635
9667927,0.5522,0.6865
9675863,0.5812,0.6015
9683921,0.6144,0.4509
9691866,0.6445,0.2861
9699915,0.7210,0.0635
9707866,0.7378,-0.0276
9715923,0.7363,-0.0277
9723873,0.7264,-0.0624
9731987,0.6825,-0.2104
9739873,0.6399,-0.4652
9747900,0.5631,-0.7591
9755883,0.5446,-0.7603
9763905,0.4579,-0.7910
9771895,0.3137,-0.8510
9779914,0.1164,-0.9154
9787895,-0.0900,-0.9836
9795855,-0.2165,-0.9724
9803915,-0.4151,-0.9030
9811859,-0.6809,-0.8097
9819890,-0.8050,-0.7635
9827878,-0.8125,-0.6783
9835891,-0.8252,-0.5225
9843845,-0.8820,-0.3025
9851897,-0.9528,-0.0483
9859893,-0.9647,-0.0162
9867894,-0.9522,0.0144
9875860,-0.8961,0.2252
9883911,-0.8116,0.5801
9891858,-0.6445,0.7354
9899906,-0.4593,0.7896
9907853,-0.2003,0.8729
9915906,-0.0194,0.9109
9923858,0.1606,0.8561
9931965,0.3577,0.7832
9939879,0.5541,0.6829
9947937,0.6044,0.5244
9955883,0.6586,0.2842
9963855,0.7439,0.0205
9971863,0.7361,-0.0362
9980293,0.7239,-0.0743
9987867,0.6723,-0.2496
9995863,0.6211,-0.5539
10003938,0.5535,-0.7628
10011872,0.4816,-0.7816
10019903,0.3399,-0.8469
10027865,0.1226,-0.9189
10035911,-0.1090,-0.9915
10043857,-0.2753,-0.9633
10051874,-0.4950,-0.8864
10059854,-0.7522,-0.7891
10067907,-0.8055,-0.7687
10075836,-0.8236,-0.6292
10083894,-0.8404,-0.4055
10091850,-0.9268,-0.0894
10099861,-0.9587,-0.0199
10107857,-0.9543,-0.0002
10115890,-0.9019,0.1667
10123845,-0.8448,0.4686
10131866,-0.7602,0.6958
10139873,-0.6984,0.7157
10147895,-0.5622,0.7582
10155862,-0.3653,0.8224
10163868,-0.1633,0.8893
10171857,-0.0347,0.9117
10180169,0.0905,0.8799
10187880,0.2422,0.8269
10195850,0.4435,0.7561
10203899,0.5960,0.6115
10211841,0.6585,0.3415
10219863,0.7418,0.0416
10227860,0.7270,-0.0855
10235902,0.6913,-0.1944
10243867,0.6392,-0.4333
10252838,0.5626,-0.7520
10259952,0.4824,-0.7870
10267934,0.3425,-0.8517
10275917,0.1294,-0.9218
10283909,-0.1074,-0.9952
10291885,-0.2967,-0.9629
10299908,-0.5346,-0.8788
10307835,-0.8026,-0.7732
10315874,-0.8189,-0.7418
10323848,-0.8477,-0.5862
10331856,-0.8700,-0.3490
10339844,-0.9404,-0.0846
10347864,-0.9618,-0.0219
10355843,-0.9450,0.0441
10363865,-0.8930,0.2917
10371862,-0.7690,0.6848
10380200,-0.5622,0.7659
10387875,-0.3694,0.8257
10395825,-0.1533,0.8986
10403877,-0.0130,0.9143
10411845,0.1413,0.8649
10419873,0.3149,0.8019
10427832,0.5209,0.7196
10435895,0.6088,0.5557
10443825,0.6595,0.2995
10451868,0.7443,0.0367
10459824,0.7400,-0.0475
10467861,0.7200,-0.1104
10475843,0.6692,-0.2965
10483881,0.6066,-0.5972
10491830,0.5087,-0.7703
10499860,0.3760,-0.8348
10507840,0.1670,-0.9109
10515866,-0.0999,-0.9904
10523881,-0.3020,-0.9518
10531837,-0.5898,-0.8528
10539839,-0.8062,-0.7693
10548056,-0.8350,-0.6637
10555866,-0.8518,-0.5014
10563843,-0.8946,-0.2520
10571844,-0.9667,-0.0250
10580187,-0.9641,-0.0233
10587870,-0.9521,0.0165
10595830,-0.9119,0.2100
10603872,-0.8256,0.5302
10611825,-0.6948,0.7256
10619881,-0.5186,0.7759
10627828,-0.3098,0.8453
10635869,-0.1000,0.9137
10643837,0.0057,0.9081
10651848,0.1398,0.8640
10659822,0.2958,0.8107
10667856,0.4879,0.7369
10675829,0.6010,0.5922
10683843,0.6608,0.3362
10691838,0.7386,0.0579
10699847,0.7271,-0.1137
10707822,0.6777,-0.3108
10715854,0.6011,-0.6292
10723835,0.4730,-0.7902
10731888,0.3067,-0.8558
10739832,0.0807,-0.9341
10747849,-0.1465,-0.9906
10755831,-0.3739,-0.9272
10763836,-0.6760,-0.8248
10771832,-0.8097,-0.7672
10780154,-0.8400,-0.6473
10787854,-0.8654,-0.4977
10795810,-0.9080,-0.2643
10803839,-0.9659,-0.0253
10811824,-0.9626,-0.0238
10819850,-0.9518,0.0159
10827818,-0.9102,0.1835
10835850,-0.8469,0.4566
10843800,-0.7029,0.7214
10851832,-0.4737,0.7839
10859833,-0.2126,0.8762
10867822,-0.0077,0.9096
10875828,0.1834,0.8467
10883871,0.3919,0.7683
10891812,0.5586,0.6851
10899860,0.6086,0.5370
10907812,0.6462,0.3553
10915861,0.7048,0.1753
10923826,0.7504,-0.0230
10931911,0.7383,-0.0732
10939818,0.7070,-0.1881
10947912,0.6537,-0.4156
10955841,0.5162,-0.6706
10963822,0.3127,-0.8558
10971830,0.0908,-0.9364
10980166,-0.1476,-0.9929
10987847,-0.3812,-0.9282
10995810,-0.6551,-0.8333
11003864,-0.8036,-0.7740
11011808,-0.8340,-0.6776
11019842,-0.8588,-0.5466
11027800,-0.8890,-0.3259
11035845,-0.9554,-0.0708
11043843,-0.9626,-0.0250
11051837,-0.9516,0.0168
11059816,-0.8998,0.2240
11067858,-0.8112,0.5699
11075805,-0.5706,0.7599
11083839,-0.3367,0.8337
11091811,-0.0875,0.9109
11099817,0.0333,0.8969
11107814,0.1875,0.8451
11115841,0.3492,0.7873
11123801,0.5148,0.7131
11131831,0.5679,0.6675
11139820,0.6100,0.5299
11147903,0.6244,0.4035
11155822,0.6755,0.2324
11163827,0.7430,0.0295
11171839,0.7316,-0.0672
11180137,0.6940,-0.1985
11187859,0.6440,-0.4380
11195792,0.5205,-0.7330
11203850,0.3380,-0.8528
11211787,0.1139,-0.9286
11219843,-0.1238,-0.9949
11227816,-0.3351,-0.9458
11235844,-0.5895,-0.8555
11243810,-0.8067,-0.7697
11251841,-0.8418,-0.6364
11259854,-0.8877,-0.3925
11267875,-0.9516,-0.1079
11275826,-0.9590,-0.0117
11283860,-0.9034,0.1823
11291805,-0.8107,0.5810
11299828,-0.6774,0.7239
11307789,-0.4937,0.7792
11315829,-0.2701,0.8562
11323785,-0.0796,0.9128
11331884,0.0123,0.9036
11339825,0.1282,0.8662
11347819,0.2671,0.8192
11355820,0.4341,0.7527
11363807,0.5648,0.6926
11371799,0.5956,0.5852
11380203,0.6030,0.4736
11387862,0.6329,0.3515
11395788,0.6747,0.2037
11403806,0.7266,0.0398
11411797,0.7310,-0.0218
11419852,0.7295,-0.0345
11427791,0.7144,-0.1397
11435828,0.6307,-0.3111
11443786,0.4648,-0.5024
11451834,0.2344,-0.7467
11459775,-0.0222,-0.9717
11467839,-0.2483,-0.9775
11475795,-0.4903,-0.8995
11483852,-0.7606,-0.7981
11491793,-0.8335,-0.6862
11499823,-0.8859,-0.4701
11507787,-0.9175,-0.2732
11515826,-0.9637,-0.0185
11523789,-0.9570,0.0000
11531805,-0.9163,0.1407
11539791,-0.8669,0.3935
11547801,-0.7571,0.7003
11555794,-0.6587,0.7309
11563792,-0.4735,0.7878
11571814,-0.2401,0.8652
11580212,-0.0514,0.9142
11587814,0.1003,0.8772
11595783,0.2897,0.8123
11603826,0.5090,0.7196
11611782,0.5819,0.6349
11619815,0.6231,0.4441
11627796,0.6532,0.2724
11635821,0.7119,0.0964
11643769,0.7460,-0.0223
11651811,0.7459,-0.0266
11659975,0.7340,-0.0417
11667835,0.6961,-0.1484
11675777,0.6475,-0.3552
11683821,0.5833,-0.6848
11691769,0.4904,-0.7798
11699801,0.3452,-0.8454
11707771,0.1348,-0.9173
11715783,-0.0943,-0.9896
11723765,-0.2535,-0.9703
11731822,-0.4503,-0.8974
11739762,-0.6894,-0.8087
11747819,-0.8087,-0.7665
11755807,-0.8166,-0.7100
11763803,-0.8314,-0.6028
11771814,-0.8548,-0.4458
11779869,-0.9120,-0.2638
11787810,-0.9621,-0.0959
11795758,-0.9687,-0.0007
11803782,-0.9444,0.0958
11811764,-0.8754,0.3420
11819854,-0.6527,0.6775
11827827,-0.3954,0.8194
11835871,-0.1666,0.8929
11843854,0.0046,0.9062
11851849,0.1926,0.8441
11859892,0.4044,0.7626
11867829,0.5660,0.6571
11875768,0.6302,0.4258
11883850,0.6884,0.1867
11891791,0.7470,-0.0270
11899809,0.7390,-0.0312
11907756,0.7253,-0.0614
11915810,0.6722,-0.2444
11923760,0.6222,-0.5329
11931797,0.5379,-0.7646
11939772,0.4484,-0.8012
11947774,0.2769,-0.8741
11955817,0.0420,-0.9528
11963794,-0.1566,-0.9920
11971769,-0.3716,-0.9283
11980146,-0.6290,-0.8322
11987898,-0.8058,-0.7683
11995763,-0.8272,-0.6797
12003834,-0.8380,-0.5532
12011768,-0.8683,-0.3600
12019810,-0.9525,-0.1154
12027790,-0.9684,-0.0114
12035795,-0.9477,0.0663
12043751,-0.8968,0.2925
12051782,-0.7110,0.6184
12059755,-0.4417,0.8045
12067817,-0.2007,0.8795
12075765,-0.0091,0.9086
12083800,0.1855,0.8458
12091761,0.4043,0.7612
12099795,0.5621,0.6605
12107771,0.6284,0.4350
12115798,0.6904,0.1821
12123764,0.7424,-0.0382
12131785,0.7300,-0.0961
12139748,0.6906,-0.2541
12147777,0.6303,-0.5154
12155776,0.5526,-0.7616
12163765,0.4774,-0.7875
12171760,0.3261,-0.8478
12180131,0.1129,-0.9212
12187788,-0.1208,-0.9891
12195752,-0.3200,-0.9415
12203796,-0.6217,-0.8391
12211742,-0.8081,-0.7666
12219803,-0.8283,-0.6603
12227739,-0.8470,-0.5254
12235822,-0.8846,-0.3244
12243747,-0.9552,-0.0904
12251778,-0.9680,-0.0155
12259765,-0.9521,0.0385
12267777,-0.9059,0.2528
12275741,-0.7661,0.6053
12283797,-0.5280,0.7754
12291742,-0.2978,0.8470
12299781,-0.0704,0.9128
12307756,0.0841,0.8817
12315788,0.2668,0.8178
12323754,0.4547,0.7418
12331776,0.5816,0.6451
12339756,0.6299,0.4284
12347760,0.7009,0.1848
12355764,0.7410,-0.0559
12363807,0.7033,-0.1885
12371739,0.6526,-0.4073
12380130,0.5778,-0.7054
12387766,0.4708,-0.7881
12395757,0.3293,-0.8511
12403772,0.1291,-0.9222
12411749,-0.1106,-0.9912
12419784,-0.3032,-0.9511
12427772,-0.5664,-0.8622
12435793,-0.8096,-0.7680
12443726,-0.8297,-0.6768
12451761,-0.8516,-0.5445
12459736,-0.8852,-0.3565
12467789,-0.9553,-0.1150
12475732,-0.9679,-0.0152
12483779,-0.9482,0.0534
12491727,-0.8887,0.3167
12499785,-0.6880,0.7306
12507774,-0.4104,0.8113
12515777,-0.1476,0.8950
12523737,0.0137,0.9017
12531769,0.1950,0.8409
12539766,0.3879,0.7679
12547775,0.5534,0.6816
12555749,0.5884,0.5756
12563745,0.6494,0.3391
12571765,0.7204,0.0786
12580136,0.7363,-0.0497
12587789,0.7238,-0.1348
12595728,0.6765,-0.3238
12603794,0.6095,-0.6122
12611736,0.5564,-0.7613
12619801,0.4742,-0.7891
12627732,0.2999,-0.8557
12635774,0.0626,-0.9387
12643719,-0.1474,-0.9891
12651772,-0.3654,-0.9261
12659731,-0.6736,-0.8216
12667761,-0.8089,-0.7561
12675725,-0.8426,-0.6066
12683767,-0.8764,-0.4080
12691750,-0.9228,-0.1986
12699785,-0.9650,-0.0197
12707742,-0.9492,0.0248
12715776,-0.9068,0.2330
12723731,-0.7635,0.5256
12731754,-0.4865,0.7882
12739747,-0.2411,0.8649
12747752,-0.0375,0.9114
12755756,0.1456,0.8603
12763737,0.3547,0.7849
12771736,0.5572,0.6796
12779976,0.6226,0.4574
12787749,0.6872,0.2063
12795712,0.7508,-0.0335
12803755,0.7435,-0.0640
12811713,0.7163,-0.1735
12819755,0.6607,-0.4009
12827718,0.5906,-0.6759
12835745,0.5302,-0.7704
12843728,0.4049,-0.8173
12851737,0.2127,-0.8895
12859769,-0.0355,-0.9733
12867764,-0.2352,-0.9713
12875722,-0.5038,-0.8849
12883756,-0.8087,-0.7693
12891717,-0.8383,-0.6589
12899739,-0.8787,-0.4382
12907752,-0.9317,-0.1651
12915769,-0.9618,-0.0239
12923708,-0.9448,0.0385
12931742,-0.8951,0.2873
12939727,-0.7762,0.6793
12947754,-0.5576,0.7623
12955760,-0.2872,0.8462
12963779,-0.0575,0.9094
12971775,0.0941,0.8759
12980120,0.2592,0.8178
12987748,0.4211,0.7542
12995715,0.5530,0.6894
13003774,0.5904,0.6040
13011770,0.6345,0.4563
13019766,0.6725,0.2717
13027704,0.6497,0.0333
13035744,0.5221,-0.2357
13043707,0.3439,-0.5393
13051768,0.1436,-0.8606
13059711,-0.0691,-0.9878
13067734,-0.2068,-0.9736
13075700,-0.4026,-0.9135
13083797,-0.6394,-0.8352
13091719,-0.8041,-0.7725
13099766,-0.8246,-0.6961
13107702,-0.8554,-0.5822
13115724,-0.8948,-0.3932
13123719,-0.9474,-0.1469
13131731,-0.9662,-0.0249
13139718,-0.9621,-0.0172
13147722,-0.9447,0.0917
13155727,-0.8905,0.3127
13163735,-0.7507,0.7061
13171723,-0.5792,0.7611
13180152,-0.1085,0.2761
13187739,-0.0092,-0.5159
13195713,-0.1403,0.0082
13203743,-0.1162,0.0990
13211703,-0.1125,-0.1132
13219773,-0.1129,-0.0146
13227705,-0.1129,0.0186
13235748,-0.1125,-0.0262
13243753,-0.1127,-0.0199
13251740,-0.1125,-0.0194
13259727,-0.1127,-0.0190
13267746,-0.1126,-0.0191
13275698,-0.1125,-0.0193
13283759,-0.1125,-0.0193
13291723,-0.1128,-0.0194
13299732,-0.1124,-0.0189
13307694,-0.1127,-0.0194
13315726,-0.1124,-0.0193
13323721,-0.1124,-0.0190
13331737,-0.1126,-0.0191
13339779,-0.1126,-0.0190
13347732,-0.1127,-0.0189
13355724,-0.1128,-0.0192
13363697,-0.1124,-0.0191
13371713,-0.1125,-0.0189
13380112,-0.1125,-0.0191
13387745,-0.1126,-0.0191
13395678,-0.1125,-0.0187
13403758,-0.1123,-0.0189
13411781,-0.1124,-0.0189
13419757,-0.1124,-0.0193
13427769,-0.1125,-0.0193
13435742,-0.1124,-0.0189
13443816,-0.1124,-0.0189
13451745,-0.1122,-0.0194
13459699,-0.1124,-0.0190
13467734,-0.1123,-0.0191
13475690,-0.1121,-0.0188
13483731,-0.1121,-0.0191
13491682,-0.1118,-0.0190
13499714,-0.1119,-0.0191
13507686,-0.1118,-0.0190
13515730,-0.1121,-0.0192
13523684,-0.1122,-0.0192
13531744,-0.1122,-0.0189
13539695,-0.1122,-0.0190
13547715,-0.1122,-0.0189
13555704,-0.1120,-0.0190
13563703,-0.1120,-0.0192
13571695,-0.1122,-0.0191
13580092,-0.1120,-0.0190
13587718,-0.1122,-0.0188
13595671,-0.1122,-0.0193
13603742,-0.1126,-0.0191
13611693,-0.1124,-0.0191
13619729,-0.1127,-0.0191
13627682,-0.1124,-0.0193
13635728,-0.1124,-0.0193
13643731,-0.1122,-0.0193
13651721,-0.1122,-0.0194
13659683,-0.1123,-0.0190
13667742,-0.1124,-0.0191
13675689,-0.1124,-0.0192
13683736,-0.1126,-0.0192
13691677,-0.1127,-0.0192
13699703,-0.1124,-0.0190
13707675,-0.1125,-0.0191
13715726,-0.1124,-0.0192
13723670,-0.1123,-0.0190
13731711,-0.1123,-0.0190
13739711,-0.1125,-0.0193
13747686,-0.1123,-0.0192
13755708,-0.1126,-0.0191
13763755,-0.1124,-0.0191
13771704,-0.1127,-0.0190
13779881,-0.1125,-0.0191
13787697,-0.1123,-0.0193
13795680,-0.1125,-0.0190
13803716,-0.1123,-0.0192
13811665,-0.1124,-0.0192
13819722,-0.1126,-0.0190
13827661,-0.1123,-0.0188
13835712,-0.1124,-0.0193
13843681,-0.1123,-0.0190
13851679,-0.1125,-0.0190
13859680,-0.1124,-0.0189
13867696,-0.1125,-0.0192
13875669,-0.1125,-0.0191
13883744,-0.1125,-0.0192
13891668,-0.1124,-0.0192
13899698,-0.1124,-0.0186
13907667,-0.1123,-0.0194
13915699,-0.1124,-0.0190
13923726,-0.1124,-0.0190
13931729,-0.1124,-0.0190
13939673,-0.1123,-0.0190
13947723,-0.1122,-0.0191
13955719,-0.1124,-0.0188
13963711,-0.1123,-0.0192
13971681,-0.1122,-0.0194
13980122,-0.1125,-0.0194
13987698,-0.1123,-0.0194
13995666,-0.1125,-0.0193
14003723,-0.1127,-0.0190
14011694,-0.1125,-0.0195
14019706,-0.1123,-0.0190
14027674,-0.1125,-0.0189
14035722,-0.1124,-0.0190
14043695,-0.1124,-0.0191
14051693,-0.1125,-0.0191
14059659,-0.1127,-0.0193
14067727,-0.1126,-0.0190
14075671,-0.1124,-0.0190
14083729,-0.1125,-0.0193
14091657,-0.1123,-0.0190
14099703,-0.1123,-0.0191
14107664,-0.1123,-0.0191
14115668,-0.1126,-0.0192
14123654,-0.1125,-0.0192
14131689,-0.1124,-0.0190
14139666,-0.1123,-0.0190
14147707,-0.1123,-0.0190
14155705,-0.1127,-0.0192
14163675,-0.1126,-0.0192
14171677,-0.1124,-0.0190
14180074,-0.1123,-0.0192
14187723,-0.1126,-0.0192
14195674,-0.1124,-0.0191
14203695,-0.1126,-0.0191
14211648,-0.1123,-0.0195
14219691,-0.1125,-0.0194
14227647,-0.1124,-0.0194
14235694,-0.1122,-0.0190
14243682,-0.1123,-0.0190
14251687,-0.1123,-0.0190
14259669,-0.1123,-0.0190
14267682,-0.1124,-0.0191
14275657,-0.1126,-0.0189
14283705,-0.1126,-0.0191
14291667,-0.1125,-0.0191
14299683,-0.1125,-0.0192
14307653,-0.1126,-0.0190
14315688,-0.1123,-0.0191
14323671,-0.1125,-0.0189
14331709,-0.1124,-0.0192
14339661,-0.1123,-0.0190
14347664,-0.1124,-0.0193
14355679,-0.1125,-0.0192
14363658,-0.1125,-0.0193
