micros,ax,ay
28056508,-0.1349,-0.0214
28064515,-0.1460,-0.0176
28072509,-0.1300,-0.0167
28080512,-0.1142,-0.0241
28088504,-0.1134,-0.0239
28096511,-0.1135,-0.0238
28104503,-0.1138,-0.0236
28112512,-0.1134,-0.0238
28120508,-0.1133,-0.0238
28128509,-0.1136,-0.0238
28136503,-0.1136,-0.0236
28144510,-0.1133,-0.0241
28152508,-0.1135,-0.0239
28160509,-0.1134,-0.0240
28168501,-0.1133,-0.0237
28176514,-0.1133,-0.0239
28184538,-0.1136,-0.0234
28192538,-0.1133,-0.0238
28200541,-0.1132,-0.0241
28208538,-0.1135,-0.0240
28216547,-0.1135,-0.0240
28224541,-0.1137,-0.0237
28232547,-0.1135,-0.0239
28240547,-0.1137,-0.0236
28248544,-0.1136,-0.0243
28256541,-0.1138,-0.0240
28264552,-0.1137,-0.0238
28272541,-0.1136,-0.0237
28280548,-0.1136,-0.0239
28288544,-0.1135,-0.0240
28296547,-0.1136,-0.0239
28304542,-0.1135,-0.0240
28312547,-0.1138,-0.0236
28320551,-0.1137,-0.0236
28328547,-0.1137,-0.0236
28336550,-0.1135,-0.0237
28344529,-0.1135,-0.0237
28352536,-0.1137,-0.0237
28360525,-0.1137,-0.0237
28368556,-0.1135,-0.0238
28376560,-0.1134,-0.0236
28384571,-0.1133,-0.0237
28392563,-0.1134,-0.0236
28400564,-0.1134,-0.0236
28408545,-0.1134,-0.0237
28416547,-0.1134,-0.0237
28424523,-0.1136,-0.0239
28432533,-0.1138,-0.0238
28440548,-0.1135,-0.0235
28448554,-0.1134,-0.0237
28456527,-0.1136,-0.0236
28464533,-0.1138,-0.0236
28472522,-0.1136,-0.0237
28480534,-0.1134,-0.0237
28488549,-0.1135,-0.0238
28496555,-0.1136,-0.0238
28504550,-0.1135,-0.0235
28512555,-0.1135,-0.0238
28520544,-0.1137,-0.0235
28528567,-0.1137,-0.0237
28536551,-0.1137,-0.0235
28544560,-0.1135,-0.0236
28552554,-0.1136,-0.0237
28560597,-0.1136,-0.0237
28568554,-0.1137,-0.0236
28576529,-0.1136,-0.0237
28584549,-0.1136,-0.0235
28592513,-0.1138,-0.0238
28600528,-0.1138,-0.0236
28608523,-0.1139,-0.0237
28616531,-0.1137,-0.0235
28624522,-0.1138,-0.0234
28632531,-0.1137,-0.0234
28640529,-0.1139,-0.0237
28648535,-0.1138,-0.0236
28656528,-0.1137,-0.0233
28664533,-0.1138,-0.0235
28672539,-0.1138,-0.0236
28680535,-0.1137,-0.0235
28688527,-0.1138,-0.0235
28696531,-0.1139,-0.0233
28704532,-0.1141,-0.0232
28712537,-0.1140,-0.0234
28720530,-0.1138,-0.0235
28728533,-0.1136,-0.0235
28736528,-0.1140,-0.0231
28744524,-0.1139,-0.0231
28752528,-0.1138,-0.0234
28760532,-0.1142,-0.0232
28768539,-0.1138,-0.0231
28776521,-0.1139,-0.0234
28784530,-0.1139,-0.0232
28792530,-0.1138,-0.0234
28800536,-0.1139,-0.0234
28808559,-0.1138,-0.0236
28816554,-0.1142,-0.0236
28824524,-0.1140,-0.0235
28832539,-0.1138,-0.0230
28840529,-0.1137,-0.0233
28848546,-0.1138,-0.0232
28856542,-0.1140,-0.0234
28864539,-0.1139,-0.0234
28872527,-0.1138,-0.0235
28880544,-0.1139,-0.0236
28888567,-0.1139,-0.0233
28896566,-0.1138,-0.0234
28904566,-0.1140,-0.0233
28912560,-0.1139,-0.0233
28920538,-0.1140,-0.0234
28928550,-0.1136,-0.0234
28936543,-0.1137,-0.0234
28944543,-0.1138,-0.0233
28952538,-0.1140,-0.0234
28960538,-0.1136,-0.0231
28968540,-0.1143,-0.0234
28976534,-0.1140,-0.0233
28984550,-0.1139,-0.0235
28992550,-0.1138,-0.0230
29000549,-0.1135,-0.0233
29008535,-0.1139,-0.0233
29016555,-0.1138,-0.0234
29024547,-0.1138,-0.0232
29032557,-0.1136,-0.0233
29040551,-0.1140,-0.0231
29048573,-0.1140,-0.0232
29056531,-0.1138,-0.0232
29064583,-0.1140,-0.0235
29072572,-0.1138,-0.0235
29080584,-0.1140,-0.0234
29088573,-0.1139,-0.0231
29096581,-0.1138,-0.0235
29104569,-0.1137,-0.0234
29112587,-0.1139,-0.0233
29120573,-0.1139,-0.0232
29128569,-0.1139,-0.0235
29136575,-0.1137,-0.0235
29144562,-0.1137,-0.0233
29152572,-0.1137,-0.0234
29160555,-0.1139,-0.0232
29168580,-0.1140,-0.0233
29176577,-0.1139,-0.0231
29184579,-0.1140,-0.0233
29192565,-0.1142,-0.0234
29200561,-0.1139,-0.0236
29208571,-0.1137,-0.0235
29216591,-0.1139,-0.0234
29224578,-0.1139,-0.0230
29232593,-0.1138,-0.0231
29240571,-0.1138,-0.0233
29248568,-0.1138,-0.0232
29256578,-0.1137,-0.0232
29264590,-0.1137,-0.0230
29272582,-0.1138,-0.0232
29280587,-0.1137,-0.0233
29288578,-0.1137,-0.0232
29296586,-0.1147,-0.0229
29304579,-0.1141,-0.0232
29312595,-0.1144,-0.0227
29320585,-0.1143,-0.0230
29328568,-0.1140,-0.0228
29336579,-0.1141,-0.0230
29344570,-0.1143,-0.0227
29352583,-0.1143,-0.0229
29360592,-0.1141,-0.0232
29368597,-0.1143,-0.0230
29376574,-0.1141,-0.0227
29384586,-0.1140,-0.0227
29392583,-0.1142,-0.0230
29400568,-0.1142,-0.0228
29408574,-0.1140,-0.0229
29416576,-0.1143,-0.0228
29424575,-0.1141,-0.0227
29432577,-0.1142,-0.0228
29440591,-0.1141,-0.0229
29448583,-0.1141,-0.0231
29456556,-0.1139,-0.0231
29464584,-0.1141,-0.0226
29472584,-0.1139,-0.0229
29480578,-0.1139,-0.0227
29488605,-0.1138,-0.0231
29496594,-0.1141,-0.0230
29504579,-0.1143,-0.0227
29512573,-0.1139,-0.0229
29520588,-0.1143,-0.0232
29528608,-0.1139,-0.0229
29536597,-0.1139,-0.0229
29544576,-0.1139,-0.0229
29552590,-0.1141,-0.0228
29560587,-0.1139,-0.0229
29568590,-0.1143,-0.0229
29576593,-0.1143,-0.0229
29584605,-0.1140,-0.0229
29592593,-0.1141,-0.0229
29600595,-0.1142,-0.0228
29608589,-0.1140,-0.0229
29616584,-0.1140,-0.0228
29624594,-0.1141,-0.0228
29632607,-0.1143,-0.0227
29640593,-0.1142,-0.0229
29648601,-0.1142,-0.0229
29656590,-0.1140,-0.0228
29664578,-0.1140,-0.0228
29672599,-0.1140,-0.0228
29680586,-0.1142,-0.0228
29688591,-0.1139,-0.0231
29696576,-0.1140,-0.0229
29704592,-0.1139,-0.0230
29712575,-0.1139,-0.0231
29720566,-0.1139,-0.0229
29728604,-0.1136,-0.0229
29736598,-0.1141,-0.0231
29744603,-0.1138,-0.0230
29752609,-0.1139,-0.0230
29760594,-0.1142,-0.0231
29768599,-0.1141,-0.0230
29776579,-0.1140,-0.0230
29784583,-0.1143,-0.0229
29792583,-0.1140,-0.0228
29800594,-0.1138,-0.0230
29808579,-0.1139,-0.0228
29816618,-0.1140,-0.0229
29824579,-0.1139,-0.0228
29832591,-0.1141,-0.0230
29840571,-0.1141,-0.0231
29848584,-0.1142,-0.0229
29856598,-0.1140,-0.0225
29864647,-0.1141,-0.0230
29872604,-0.1141,-0.0230
29880592,-0.1141,-0.0229
29888599,-0.1139,-0.0229
29896578,-0.1142,-0.0228
29904606,-0.1142,-0.0232
29912599,-0.1139,-0.0230
29920612,-0.1140,-0.0230
29928604,-0.1144,-0.0228
29936602,-0.1143,-0.0232
29944580,-0.1141,-0.0228
29952614,-0.1141,-0.0230
29960580,-0.1143,-0.0229
29968621,-0.1139,-0.0229
29976606,-0.1140,-0.0231
29984593,-0.1142,-0.0229
29992598,-0.1139,-0.0229
30000597,-0.1140,-0.0229
30008580,-0.1139,-0.0229
30016600,-0.1140,-0.0229
30024604,-0.1140,-0.0227
30032613,-0.1140,-0.0232
30040600,-0.1140,-0.0230
30048622,-0.1140,-0.0226
30056601,-0.1140,-0.0230
30064607,-0.1140,-0.0228
30072579,-0.1140,-0.0230
30080602,-0.1139,-0.0228
30088589,-0.1139,-0.0228
30096600,-0.1140,-0.0228
30104613,-0.1139,-0.0228
30112592,-0.1140,-0.0230
30120608,-0.1142,-0.0230
30128577,-0.1140,-0.0229
30136578,-0.1141,-0.0231
30144608,-0.1139,-0.0229
30152613,-0.1138,-0.0231
30160595,-0.1140,-0.0231
30168615,-0.1139,-0.0230
30176584,-0.1139,-0.0229
30184602,-0.1142,-0.0232
30192586,-0.1139,-0.0228
30200625,-0.1142,-0.0231
30208598,-0.1140,-0.0232
30216602,-0.1141,-0.0228
30224601,-0.1140,-0.0230
30232624,-0.1140,-0.0230
30240615,-0.1140,-0.0227
30248623,-0.1140,-0.0228
30256618,-0.1141,-0.0229
30264611,-0.1140,-0.0229
30272607,-0.1140,-0.0228
30280619,-0.1140,-0.0228
30288636,-0.1139,-0.0229
30296621,-0.1138,-0.0227
30304646,-0.1138,-0.0229
30312588,-0.1136,-0.0226
30320637,-0.1140,-0.0229
30328580,-0.1138,-0.0227
30336635,-0.1140,-0.0228
30344615,-0.1140,-0.0230
30352603,-0.1139,-0.0230
30360632,-0.1141,-0.0228
30368640,-0.1142,-0.0228
30376630,-0.1140,-0.0227
30384644,-0.1139,-0.0226
30392638,-0.1140,-0.0227
30400637,-0.1139,-0.0227
30408632,-0.1140,-0.0227
30416628,-0.1140,-0.0228
30424618,-0.1138,-0.0229
30432624,-0.1141,-0.0231
30440619,-0.1139,-0.0229
30448613,-0.1140,-0.0230
30456625,-0.1143,-0.0231
30464605,-0.1139,-0.0228
30472616,-0.1141,-0.0231
30480604,-0.1143,-0.0231
30488612,-0.1139,-0.0228
30496610,-0.1141,-0.0230
30504646,-0.1141,-0.0229
30512650,-0.1139,-0.0227
30520610,-0.1139,-0.0228
30528651,-0.1141,-0.0230
30536641,-0.1140,-0.0226
30544647,-0.1141,-0.0229
30552652,-0.1141,-0.0229
30560649,-0.1142,-0.0228
30568673,-0.1142,-0.0230
30576639,-0.1141,-0.0230
30584630,-0.1141,-0.0228
30592627,-0.1143,-0.0229
30600641,-0.1142,-0.0227
30608632,-0.1143,-0.0230
30616617,-0.1139,-0.0230
30624653,-0.1140,-0.0228
30632637,-0.1139,-0.0226
30640651,-0.1140,-0.0227
30648657,-0.1143,-0.0228
30656646,-0.1140,-0.0229
30664653,-0.1141,-0.0232
30672654,-0.1141,-0.0229
30680658,-0.1141,-0.0232
30688662,-0.1142,-0.0230
30696657,-0.1140,-0.0229
30704652,-0.1143,-0.0231
30712649,-0.1141,-0.0229
30720653,-0.1142,-0.0230
30728640,-0.1139,-0.0229
30736639,-0.1142,-0.0229
30744646,-0.1141,-0.0231
30752657,-0.1142,-0.0230
30760649,-0.1141,-0.0231
30768657,-0.1141,-0.0229
30776653,-0.1142,-0.0229
30784653,-0.1143,-0.0228
30792652,-0.1142,-0.0231
30800641,-0.1143,-0.0230
30808656,-0.1141,-0.0229
30816661,-0.1141,-0.0231
30824656,-0.1140,-0.0227
30832661,-0.1140,-0.0227
30840652,-0.1142,-0.0232
30848661,-0.1142,-0.0229
30856662,-0.1141,-0.0228
30864684,-0.1140,-0.0227
30872604,-0.1142,-0.0230
30880639,-0.1142,-0.0231
30888635,-0.1143,-0.0228
30896634,-0.1142,-0.0230
30904653,-0.1140,-0.0231
30912618,-0.1143,-0.0229
30920661,-0.1142,-0.0230
30928638,-0.1139,-0.0229
30936662,-0.1142,-0.0228
30944661,-0.1139,-0.0230
30952668,-0.1141,-0.0232
30960655,-0.1141,-0.0229
30968667,-0.1141,-0.0230
30976656,-0.1141,-0.0230
30984668,-0.1142,-0.0232
30992663,-0.1141,-0.0228
31000665,-0.1139,-0.0231
31008664,-0.1142,-0.0231
31016669,-0.1141,-0.0228
31024666,-0.1139,-0.0229
31032669,-0.1145,-0.0230
31040886,-0.1142,-0.0229
31048674,-0.1140,-0.0231
31056666,-0.1141,-0.0229
31064667,-0.1139,-0.0230
31073341,-0.1140,-0.0230
31080664,-0.1139,-0.0233
31088667,-0.1140,-0.0229
31096659,-0.1138,-0.0230
31104668,-0.1143,-0.0229
31112677,-0.1138,-0.0230
31121602,-0.1141,-0.0228
31128639,-0.1142,-0.0231
31136671,-0.1140,-0.0230
31144670,-0.1139,-0.0232
31152671,-0.1140,-0.0229
31160675,-0.1140,-0.0230
